pk_feature_id,city_code,city_name,city_area,parcel_area,percentage,household
54000000000532,2314021577,فيروزكوه,5099825.228050453,4244318.191949602,83.22477736304914,16102
54000000000533,2314012634,ارجمند,1234613.016877683,997444.8963766786,80.79008424025862,880
54000000000536,2312022666,نصيرآباد,8307532.342502671,7225585.2992620375,86.97631259639859,55972
54000000000707,3002012664,شهرجديدهشتگرد,28159344.18737454,27945543.830851376,99.24074809732599,118903
54000000000708,3002032630,كوهسار,3566751.3361898633,3566751.336190414,100.00000000001546,9847
54000000000709,3002042631,چهارباغ,2877783.9848474995,0,0,0
54000000000711,2309021588,شهريار,44036753.298565745,29130673.2339795,66.15081960396992,187911
54000000000884,0310012144,تركمانچای,1449753.8693292714,1449753.8693295189,100.00000000001708,5545
54000000000885,0311021234,هشترود,4297390.720345512,3804601.6655363524,88.53283103916743,14539
54000000000886,0313012295,تيكمه داش,1561889.790655049,1543056.829885528,98.79421961253601,3545
54000000000887,0313021207,بستان آباد,5297641.318599586,4796920.040512484,90.54822235078258,17002
54000000000888,0305022330,شربيان,914141.59805469,914141.5980540698,99.99999999993214,2344
54000000000889,0305022399,دوزدوزان,1572768.9980075317,1572568.585828241,99.98725736713118,2344
54000000000890,0404012547,ربط,2035360.9505591828,0,0,0
54000000000891,1201032458,كاني سور,487798.71636378573,487798.71636342397,99.99999999992583,649
54000000000969,0922012442,قلندرآباد,1135272.7729622344,1126163.2625387618,99.19759280408853,2937
54000000000970,2906012346,آيسك,1773884.887687455,1771362.6621368297,99.85781345970463,4359
54000000000971,0935012135,دولت آباد,2898828.135266217,2783365.598127799,96.01692367568337,8379
54000000000972,2902032276,اسديه,3676863.1562996223,3515535.8460943685,95.6123656674889,4193
54000000000973,2903022642,مود,1396254.0542622427,1396254.0542627424,100.0000000000358,3007
54000000000974,2910012242,خوسف,2179193.856958718,2171147.2822300643,99.6307545240659,98
54000000000975,1023011434,خور,4861742.302058704,4861741.651088904,99.99998661035983,7840
54000000000976,2911021369,طبس,19929529.46271917,19919437.778946713,99.94936316087475,30361
54000000001078,0711072182,بنارويه,4691671.753706761,4691671.753706365,99.99999999999156,6438
54000000001079,0602021271,انديمشك,29067271.39723182,28275497.054813653,97.27606237407763,75625
54000000001080,0613031291,مسجدسليمان,28199901.35284818,27296950.198087707,96.79803434961565,44249
54000000001081,0702021298,استهبان,7562034.645083686,7562034.856450572,100.00000279510601,21660
54000000001082,1003011411,درچه,8880455.896994393,8871798.236343794,99.90250882667488,55671
54000000001084,2807012054,گرمه,4193799.9861470642,4193799.7127823066,99.99999348169301,9961
54000000001085,2803031350,جاجرم,6392226.232199567,6368183.910571327,99.62388187221643,12492
54000000001099,0105032075,لولمان,5245256.915654205,4997062.829986929,95.2682187039008,3582
54000000001100,0707062057,خانه زنيان,3809181.2683595126,2947670.9632276776,77.38332086509344,2955
54000000001101,0714042058,قطرويه,1372266.5313074603,1372266.5313073224,99.99999999998995,1732
54000000000502,3001011590,كرج,195571129.18314093,195136139.16637203,99.7775796363268,945537
54000000000710,2309022633,انديشه,23194796.878771733,23176681.96401876,99.92190095542696,259754
54000000000866,0228011191,كلاردشت,17024989.888641383,16834388.589396257,98.8804616009065,35029
54000000000867,0220031192,مرزن آباد,3274860.359455801,3274860.359456404,100.0000000000184,5295
54000000000868,0214012396,بلده,1063661.8008932597,1047787.9287299513,98.50762035921778,2087
54000000000869,0201032586,دابودشت,2073308.071591699,2056135.1034873342,99.17171170364561,3672
54000000000946,0202052392,زرگرمحله,416041.17139917606,416041.1713993828,100.0000000000497,3792
54000000000947,2409022636,كوراييم,601368.9350451793,601368.9350453344,100.00000000002578,899
54000000001124,1102021446,چاه بهار,16320360.364164723,16312355.849801566,99.9509538136135,85663
54000000001125,0703012014,دژكرد,1479509.7692980182,1443329.7896628203,97.55459677347287,2891
54000000001126,0716012095,حسامي,2113694.152799401,2113454.0594421397,99.9886410549538,2304
54000000001127,1023012077,فرخي,1971453.3162434187,1971453.31624111,99.99999999988289,2787
